"txt","val"
"The deal provides for a permanent ceasefire from Tuesday and amnesty for fighters from both sides, the government army and the Tuareg's Organisation of the Armed Resistance.",1
"It did not respond to the other allegations, but said the SPLA was itself violating the truce in the Western Upper Nile.",0
"Nine years into a bloody civil war, hopes for peace were ignited in Burundi yesterday when the Tutsi-led government signed a ceasefire with the main Hutu rebel group.",1
"Christopher said the Tutsi rebels had agreed to a cease-fire as of sundown.",1
"Thousands of people thronged the battered streets of the coastal city after the ceasefire was announced.",1
"Each side has maintained what it calls a unilateral ceasefire since an agreed truce expired last May but sporadic clashes continued"".",1
"Text of report by Nzau Musau entitled ""Media owners accuse Ndemo of hardline stance on gag law"" published in privately-owned Kenyan daily newspaper The Star on 13 November Media owners are now reading malice on the part of the government as it re-drafts the media regulations following a cease-fire ordered by President Kibaki earlier this year.",1
"However, the parties are stuck on the specifics of a formal ceasefire agreement and have not yet begun the final round of implementation modalities.",0
"The parties agreed to resume talks in 15 days to hammer out a ceasefire agreement.",0
"The team, which includes representatives of the Inter-Governmental Authority on Development (IGAD), the EU, and the Arab League is in the country to observe the effectiveness of the ceasefire agreement signed by the Somali parties participating in the peace conference being held in Kenya.",0
"""We should lose no time in ensuring that the cease-fire takes place,"" Mandela said Monday.",0
"The two western-based rebel groups the Popular Movement of Ivory Coast's Far West and Movement for Justice and Peace - who joined the three-month long rebellion against President Laurent Gbagbo's government in November 2002, signed a ceasefire agreement yesterday",1
"The confusion over what occurred in Zaire came close to unraveling the peace process last weekend when Mr. Savimbi briefly called off the cease-fire, complaining that the African leaders had misrepresented his side of the bargain.",0
"An observer noted how ""easy it is"" for the ceasefire to be broken, how easily talk could escalate from seeking peace to launching all-out war.",0
"the FARC, said on Sunday it would implement a 30-day ceasefire From December 15"".",1
"Malian mediator Amadou Toumani Toure brokered a truce in the CAR captial on Saturday to consolidate a lull in a week of clashes between African peacekeeprs and army dissidents, officials said"".",1
"Human rights groups have accused paramilitaries of continuing to commit crimes, traffic drugs and attack villages despite calling a unilateral cease-fire and taking part in peace negotiations, which aim to demobilize some 13,000 fighters by the end of the year.",1
"""We want to enable Ecowas to get in and help create the conditions necessary for the ceasefire to hold, that Taylor must leave, and that we'll participate with the troops,"" he added.",0
"A ceasefire with the gang leaders, reached under the previous government, dampened the violence for a while.",0
"Israel can keep working energetically with Egypt to implement the ceasefire to keep the rockets out but also work to try to advance the needs of the people of Gaza.",0
"left-wing Farc rebels have declared a ceasefire From May 20 to May 28, a period including the May 25 presidential election""",1
"This prompted a Spanish source close to the Polisario to describe the military exercises as ""blatant violation of the cease-fire concluded between the two sides"".",0
"The Farc rebels said the truce would start on 20 July – Colombian independence day – and last for a month"".",1
"The Secretary will also host a meeting of the International Syria Support Group, the ISSG, in New York to discuss next steps and efforts to foster a nationwide ceasefire and parallel political transition negotiations to end the conflict while intensifying the fight against ISIL.",0
"The two smaller factions of the main rebel movements in Burundi signed a cease-fire Monday aimed at ending the 9-year civil war""",1
"Since the ceasefire was proclaimed, more than 300 U.N. observers have been sent to prepare for the referendum.",1
"Khartoum has demanded a nationwide ceasefire as its price for going back to Machakos, but the SPLA has said it will only halt attacks when the talks resume and for as long as they last.",0
"The government of hardline President Alvaro Uribe reacted cautiously to the ELN proposal for a cease-fire by both sides, and indicated it didn't go far enough.",0
"Mr Museveni argues that if Mr Machar had not stage a failed coup, he won't have quickly formed a rebel group to fight Mr Kiir's government, neither would he lay conditions for a ceasefire deal.",0
"Dr Garang said that he also supported the call for cease-fire on humanitarian grounds, but lamented that the other side used the opportunity to re-arm and reorganize its forces.",0
"""Apart from the ceasefire and dialogue proposed by the leaders, there are also concerns for refugees and civilians,"" said Mufti.",0
"the President declared, simultaneously with FARC-EP, a definitive bilateral ceasefire and cessation of hostilities"".",1
"Mulumba's comments had indicated the RCD would not repeat its refusal on Sunday to allow 120 Moroccan troops to land in Kisangani, a move the rebels explained by saying they were unhappy with MONUC's stance on the alleged ceasefire violations.",0
"Remaining issues include how to monitor and enforce a ceasefire, rights abuses and where north and south would be split.",0
"SAN SALVADOR, El Salvador (AP) - El Salvador will move its embassy in Israel from Jerusalem to Tel Aviv, saying Friday it had made the decision following a U.N. cease-fire resolution on the conflict in Lebanon that sought to promote greater security in the Middle East.",0
"In a statement yesterday, the rebels said that President Gbagbo's forces breached the ceasefire on Wednesday when helicopter gunships attacked the police station and market in Vavoua as well as the village of Pelezi.",0
"But there is still no way to monitor that truce and both sides have traded blame over violations.",0
"The government declared a unilateral truce on December 1 but says rebel attacks have continued and its troops have been forced to fight back.",1
"He said he had a conversation with ""another foreign minister from another country"" and received indications that the Houthis might be willing to participate in a cease-fire as well.",0
"A formal truce agreement could be signed by the end of the week, Foreign Minister Addo Akufo-Addo told reporters.",0
"The Zapatista rebels said they were extending their ceasefire until January 18 and that meetings with federal government representatives were 'imminent'"".",1
"Talks break down in June 1988 but the truce holds.",0
"And we call for an immediate cease-fire.""",0
"Here is the reaction of Nkrumah Sane, one of the leaders of the external wing of the secessionist Movement of Casamance Democratic Forces: [Sane - recording] I think the movement has always respected the cease-fire it has signed.",0
"After 10 days of heavy fighting in which dozens died, a ceasefire was declared.",1
"""With acts of violence being committed against our people in Lebanon, we say to the world, especially world leaders, that our community endorses a ceasefire by both sides to save lives and properties,"" Samir Hassaniyeh, head of the Lebanese community in Sierra Leone, told a news conference.",0
"The Security Council demanded ""an immediate cessation of all military operations and complete respect for the cease-fire.""",0
"To assist in implementing a cease-fire, the council said it is prepared to consider ""the active involvement of the United Nations, in coordination with OAU, including through concrete, sustainable and effective measures.""",0
"Voice of America, ""The ceasefire is due to come into force at the end of the month, to allow both sides time to fully prepare.",1
"On military issues, the points of agreement are as follows: To respect and consolidate the cease-fire, to adapt the ECOWAS Cease-Fire Monitoring Group mandate to the new circumstances of peace and national reconstruction.",1
"Securing a lasting reduction in the murder rate would be a long, treacherous path, said Raul Mijango, a former guerrilla commander who helped mediate the ceasefire.",0
"Warring Degodia and Garre clans in Mandera town have agreed to a cease-fire and promised to reconcile and co-exist peacefully.",1
"BOGOTA, June 8 -- Colombia's largest rebel group declared a unilateral ceasefire Saturday ahead of a June 15 presidential runoff pitting incumbent President Juan Manuel Santos and his conservative rival Oscar Ivan Zuluaga"".",1
"Seleka had announced a unilateral ceasefire and stopped its offensive on the capital, Bangui, on 20 December, claiming that it had done so in order to give peace a chance, whist maintaining its current positions, contrary to the CEEAC's demands.",1
"Instead, we`re signing cease-fires and peace treaties.",0
"""Belgium condemns unreservedly this action which constitutes a direct violation of the Lusaka Accord and to the subsequent ones calling for a cease-fire,"" the statement issued by the vice prime minister and Foreign Affairs minister, Louis Michel reads.",0
"Uganda's Lord Resistance Army rebel group on Friday announced a ceasefire in its 16-year-old uprising, matching a limited unilateral government truce declared a week earlier.",1
"But Saturday's incident was the first since the former colonial ruler issued stronger orders to its troops to shoot anyone breaking a ceasefire.",0
"Rebel Afar tribesmen fighting government forces in the tiny Horn of Africa state of Djibouti said on Monday they would observe an unconditional ceasefire from midday on Wednesday"".",1
"It calls for end to hostility and an immediate cease-fire between the two warring factions, urging withdrawal of foreign troops from the war-stricken country.",0
"Italy, the former colonial power, and the European Community have called for a ceasefire to allow them to evacuate an estimated 470 Western nationals, most of them Italians.",0
"The report presented today includes a detailed summary of the work carried out by OAS experts in the areas of ""verifying the cease-fire and cessation of hostilities, verifying demobilization and disarmament, verifying that the armed units have effectively been disbanded and reincorporated into civilian life, and following up on the individual verification or reintegrated combatants.""",0
"""M23 has been asking for dialogue and ceasefire, but we are being paid by sanctions.",0
"Syria truce frays BEIRUT: Syria's four-day-old ceasefire appeared to be quickly eroding yesterday.",1
"The SPLA has refused to call a full ceasefire without a wide-ranging political settlement of the conflict.",0
"In 2003, partially as a response to the threat of militants infiltrating from Pakistan, India started to build a fenced border with Pakistan after reaching a ceasefire agreement.",1
"President Buyoya informed businessmen about the various obstacles to the success of the peace process, the various initiatives made by the mediation and the Burundi government to negotiate a cease-fire, the setting up of transitional institutions and the implementation of the Arusha agreement.",0
"His words, ""We have started receiving appeals to extend the deadline and the latest appeal has come from Chief E. K. Clark...Henry Okah has also appealed for an extensio n of the ceasefire and believes the government will see reason to engage the Aaron Team in constructive dialogue on the root issues"".",0
"It urged the Ivorian parties to [words indistinct] ceasefire and adhere to their responsibilities under the Marcoussis and Accra III agreements.",0
"The two Hutu rebel groups did not sign, insisting that what they call political prisoners must be freed first and that a cease-fire must be in place.",0
"But each side has since accused the other of violating the truce, and each has returned to the battlefield.",0
"Faction leaders signed a ceasefire last October but it has been broken many times and there are concerns about how any peace deal reached would be monitored.",1
"The monitoring bodies said they had observed ""no major violations of the ceasefire"".",0
"The poll, originally scheduled for January 1992 following a U.N.-brokered ceasefire that ended a 15-year-old guerrilla war, has been repeatedly delayed due to differences over who should be eligible to vote.",0
"More than 3,000 French troops are currently policing a cease-fire there under a peace deal brokered by Paris.",0
"""If they are willing, for example, to accept a cease-fire I would be able to establish a demilitarized zone bigger than was defined for the humanitarian (prisoner swap) accord,"" Uribe said on Monday.",0
"The parties confirmed, furthermore, that this date would be considered “D” day, as defined in the Final Agreement, thus initiating the timetable for the implementation of its provisions relating to the ceasefire, cessation of hostilities and laying down of arms""",1
"Analysts say the ceasefire is unlikely to hold without the compliance of the rebels, who have vowed to press on with their military campaign to oust Kabila, whom they accuse of corruption and nepotism.",0
"Messrs Nzeyimana and Karikurubu added that these proposals will be sent to the mediator who is going to convene, in a month's time, a regional summit to come up with solutions to the two current preoccupations namely the transitional government and the cease-fire.",0
"The municipality is undoubtedly safer now than it was prior to the cease-fire.",0
"[10] On 6 December 2000, the President of the Saharawi Arab Democratic Republic, Polisario's Secretary-General Mohamed Abdelaziz, made a formal complaint to the UN Secretary General that Morocco had violated the ceasefire by laying mines.",0
"""With a cease-fire, if it does happen, we'll need three to six months to get programmes in place, depending on the level of damage,"" said John Watt, deputy regional director at Oxfam, speaking from Juba.",0
"It has never held any balance of power, it has never arbitrated between warring countries and managed to bring them to a ceasefire.",0
"A simple cease-fire is not going to work at this stage.",0
"Earlier this month fighting broke out briefly between rebels and government troops for the first time since mid-2003, along a cease-fire line guarded by thousands of French and U.N. peacekeepers.",0
"Colombia's rebel group Thursday extended a one-month unilateral ceasefire, as peace talks with the government entered a crucial stage"".",1
"A 16-year war with the Sahrawi nationalist Polisario Front ensued, ending with a ceasefire and an agreement to hold a UN-sponsored referendum on independence.",0
"The successful process that made way in 1994 to the ceasefire with Ireland's IRA (Irish Republican Army) and that on Holy Friday in 1998 went down in history as the last day of the armed conflict in that nation, is also cause of careful study.",0
"It is also unfortunate that the cease-fire has been breached, leading to abuses.",0
"The Government has agreed for the jailed RUF leader to meet with his commanders, which was a condition set by the RUF to ceasefire and began negotiations to end the war.",0
"""The cease-fire is due to take effect fully on December 30, but the two sides said they would stop fighting 72 hours after Tuesday's signing.",1
"President Alvaro Uribe's top peace negotiator, meanwhile, demanded that four paramilitary factions blamed for cease-fire violations immediately begin to disarm and ruled out any deal that would allow chieftains to escape jail time or extradition to the U.S.",0
"""Even during the period of cease-fire, if the government does not stop the killings of the sons and daughters of the nation, the oppression and the antinational acts, we will be compelled to launch an even more deadly and decisive war.""",0
"The first session of the House appointed a new Prime Minister and one of the new government's first measures was to declare an infinite ceasefire with the Maoists.",1
"The LURD, which has been fighting Taylor for four years, recently launched an offensive on Monrovia, but pulled back to the edges of the city last Wednesday to pave the way for the truce.",0
"1982 - Three days after the U.N. Security Council demanded a cease-fire in the Lebanon war, Israeli tanks roll across the ""green line"" into west Beirut in an attempt to drive out the Palestine Liberation Organization.",0
"Violence has continued to rage on in the region despite the truce announced by the two parties in the conflict earlier last month.",1
"[Words indistinct] the cease-fire, the transition, the electoral system are the issues that many are concerned with, although the cease-fire is a source of anxiety for everyone in Burundi.",0
"Authorities estimate that, in four months, the truce has already saved 1,000 lives.",0
"The United States opposed the move, saying it wanted reassurances that all parties were committed to the cease-fire and ultimate peace.",0
"A senior member of Islamic jihad says they've had discussions with Hamas about a limited truce.",0
"The exchanges appeared to be a modest sign of a willingness to talk on the eve of cease-fire negotiations in Minsk, Belarus, on Monday, which Ukrainian President Petro Poroshenko said could be decisive.",0
"""The ceasefire means nothing.",0
"Polisario has declared a unilateral ceasefire until the end of March during visits by Perez de Cuellar and his envoy for Western Sahara, Swiss diplomat Johannes Manz"".",1
"The cease-fire has generally held, Annan said in the report, and the peacekeepers have had regular contact with the RUF and patrol some of the areas they control.",0
"Four rounds of talks have failed to produce a ceasefire.",0
"In early October, the United States and the Soviet Union indicated their willingness to police a cease-fire and elections.",0
"At the moment they are behind RPA lines and I do not think they will be able to know who is violating the cease-fire.""",0
"The CNDD-FDD, the largest rebel army, says it will not agree to a ceasefire until the government first meets four demands.",0
"1 January 2003 19:12 Reuters News LBA English (c) 2003 Reuters Limited NAIROBI, Jan 1 (Reuters) - Somali factions who agreed to a truce only two months ago to try to end a decade of anarchy traded blame on Wednesday for fighting that killed at least six people in the northerly breakaway region of Puntland.",0
"-- Associated Press --- MIDEAST Hamas Is Ready to Commit To Cease-Fire With Israel Hamas officials said Tuesday they are ready to commit to a cease-fire with Israel for at least a year in exchange for a full opening of Gaza's borders, as the group began a new round of truce talks with Egyptian mediators.",0
"The cease-fire agreement reached in 1999 was consistently violated and only began to take hold following the Jan. 16 assassination of Kabila and the succession to the presidency of his son, Joseph.",0
"Despite a ceasefire that has been respected so far and the promise of talks, regional analysts warn that it will be very difficult to find a peaceful agreement that could satisfy both government and rebels.",0
"Regime forces were firing dozens of tank shells and mortar rounds at neighbourhoods in the opposition stronghold of Homs, hours before the arrival of a first team of UN truce monitors.",0
"But Chiluba said his truce was still intact: ""All the parties have assured me of their commitment to the ceasefire agreement.",0
"Residents should enforce a ceasefire agreement reached during a meeting with Inspector General of Police David Kimaiyo, the leaders from Mandera, Wajir and Garissa counties said in a joint statement.",1
"4 September 1998 08:03 Reuters News LBA English (c) 1998 Reuters Limited KAMPALA, September 4 (Reuters) - Uganda's parliament late on Thursday rejected a motion calling for a ceasefire and talks between the government and two rebel groups fighting to overthrow it.",0
"The government in Bangui had announced late last month that the rebel Convention of Patriots for Justice and Peace and the former rebels of the Union of Democratic Forces for Unity had agreed on a ceasefire.",1
"President Buyoya's spokesman, Appolinaire Gahungu, was quoted as saying Buyoya was ready to meet rebel leaders for direct cease-fire negotiations.",0
"Despite initial breaches, the ceasefire held for the rest of the year, although tensions intensified in the West Bank, briefers reported, with the shooting of a Jewish activist and deaths from car attacks on a light rail station, an assault on a synagogue, violent clashes, housing demolitions and vandalism at places of worship, and new settlement planning.",0
"Colombia's ultra-right death squads said on Thursday they were declaring an 18-day Christmas ceasefire and promised to temporarily halt attacks on their Marxist rebel enemies and leftist sympathisers"".",1
"The government had insisted rebels agree to a ceasefire during the talks, which are expected to continue through the end of the year.",0
"FRONTLINES QUIET The front lines have been quiet this year, allowing the United Nations to deploy hundreds of unarmed military observers to police the ceasefire, backed by around 2,000 troops.",0
"the rebels indicated their willingness to enter into a ceasefire arrangement with the SANDF and an uneasy truce prevailed.",1
"It means an agreement by both sides to cease-fire.",0
"Rebels threatened to end a ceasefire and force Taylor's ouster if he doesn't abdicate the West African nation by tomorrow.",0
"But Nkurunziza was always going to benefit from having simply been the country's leader when a ceasefire was signed, ending 13 years of civil war, and peace was slowly being consolidated.",1
"Once a cease-fire was firmly established, the U.S.-led contingent would be replaced by a more conventional UN peacekeeping force.",0
"[Reuters, 19.03.08] < http://africa.reuters.com/top/news/usnBAN923861.html > He clarified that the confidence-building measures ""concern the exchange of high-level political delegations between the two parties, de-mining and setting up mixed military commissions to ensure, among other things, the respect of the cease-fire.""",0
"The 7th negotiated cease-fire, as Rick just said, were the Palestinians asked for.",0
"MANN: The Middle East cease-fire and ways to make it work.",0
"Ukraine's prime minister said two drones have been delivered to the country so international observers can monitor a shaky cease-fire between government forces and pro-Russian separatists in eastern Ukraine.",0
"For now the cease-fire will come to nothing if Kabila and his allies do not honour it.",0
"Meanwhile, ethnic Iksekiri activists accused rival Ijaws of attacking several villages Wednesday - violating the cease-fire the same day it went into effect.",0
"Abbot Diamacoune Senghor, general secretary of the movement, declared a unilateral ceasefire in January and announced plans to open peace talks to end the rebellion launched in 1982 and in which hundreds of people have died.",1
"There is no cease-fire,"" said Lt. Col. Danilo Paiva, a Uruguayan who heads the observer team.",0
"Burundi's government and its last remaining rebel group agreed on Sunday to stop fighting and return in two weeks to sign a comprehensive ceasefire"".",1
"Mr. Kabila has yet to authorize the planned deployment of 5,537 United Nations monitors and troops in support of a fragile ceasefire.",0
"Last month the Security Council expressed disappointment at the lack of progress in organising the referendum and warned that any breach of the ceasefire ""could seriously threaten regional stability"".",0
"After two days of intense fighting between Seleka and the anti-Balaka militias, the regional multinational force for Central Africa has been able to negotiate a ceasefire to allow aid agencies to get there and assess the needs of those caught in the crossfire.",1
"But President George Bush has said the Marines will not step ashore until an African peacekeeping force enforces a ceasefire.",0
"-- Stephanie Pomboy Ceasefire Relief?",0
"Alongside 4,000 French soldiers, the peacekeepers are policing a fragile ceasefire since a failed coup on 19 September pushed the country into civil war.",0
"In a letter presented to the council, Nteturuye had appealed for a resolution ""calling on the parties to the (Arusha peace) agreement to give priority to the issue of the cease-fire instead of establishing transitional institutions, which cannot function under current circumstances and even risk creating new problems.""",0
"The Government also demanded for a peramenant ceasefire arrangment that its scope is Greater Upper Nile.",0
"In a sombre address, President Juan Manuel Santos said a ceasefire with the FARC rebels remains in place"".",1
"Monday's attack followed a weekend call from detained rebel leader Foday Sankoh for his supporters to respect a truce but ECOMOG's local commander Brigadier Maxwell Khobe said he had no immediate plans for a major retaliatory offensive.",0
"Mandela at the weekend announced that rival political groups had agreed on the composition of a transitional government ahead of a cease-fire.",0
"He has not violated the ceasefire since he came to power.",0
"Early this week, each side accused the other of breaking the truce but neither has spoken of formally abandoning it.",0
"We agreed that there needed to be an early cease-fire and a negotiated settlement to ensure lasting peace and prosperity in the region.",0
"The minister in the president's office, Patrick Mazimhaka, told RNA the meeting was ""a mere waste of time"" as long as there was no ceasefire agreement.",0
"And there would be cooperation on monitoring compliance with the accord with existing entities - such as the international Joint Monitoring Commission which oversees the ceasefire in the Nuba Mountains area and the IGAD-led Verification Monitoring Team which assesses the situation in the south.",0
"The referendum was due to have been held in January 1992, six months after a U.N.-brokered ceasefire ended nearly 16-years of conflict between the Polisario and Morocco.",1
"The Mission is staffed with 125 AU monitors now deployed in the field and has completed approximately 20 investigations of cease-fire violations.",0
"After several attempts to impose a lasting cease-fire, the local population is gradually resuming normal life, but we know that we need to do more.",0
"Prof. Kennedy's other innovation was the Boston Ceasefire program.",0
"The Liberian Government indicated that to talk about ceasefire with the LURD would suggest a parity between it and the rebels.",0
"Renamo rebels declared an Easter ceasefire between Saturday morning and Monday evening.",1
"FEBRUARY DEADLINE Museveni has long opposed negotiations with the LRA, but on Friday he reiterated an earlier offer to declare a one-week ceasefire for talks with the rebels, provided they stop killing and kidnapping civilians and then assemble at designated points.",0
"The western campaign came after fighting between government troops and northern-based rebels shattered an Oct. 17 cease-fire being monitored by a 1,000-strong French force.",0
"A 16-year-war with the Sahrawi nationalist Polisario Front ensued, ending with a ceasefire and an agreement to hold a UN-sponsored referendum on independence.",0
"Chabar claims that the Polisario rebels have failed to respect the ceasefire because ""the liberation of all the Morroccan prisoners of war was due the day after the ceasefire was brokered.""",0
"The statement called for an immediate negotiation of a ceasefire, a troop standstill, and the deployment of an international peacekeeping force under the auspices of the Organisation of African Unity (OAU) and the United Nations.",0
"He told a counterterrorism conference in Bogota that FARC must first declare a verifiable cease-fire and that he wouldn't accept any ""new tricks"".",0
"MR. BOUCHER: They -- parties, the government, the LURD, the other rebels have agreed in Accra that there should be a ceasefire and there should be a comprehensive arrangement that would involve a political transition that Taylor would not be part of.",1
"But the two main armed rebel groups, FNL and FDD, have remained outside the peace process and resisted calls for a ceasefire.",0
"[Vignon] And on this point, is Ecomog [ECOWAS Cease-fire Monitoring Group] equipped for this mission?",0
"In the meantime, Buyoya's government might try to stoke up an internal peace process to complement the Arusha talks and press once more for a ceasefire to halt the fighting.",0
"The rebels and pro-government militias signed a ceasefire and agreed to start disarming their fighters.",1
"With decisive military action against those who did not enter the peace process and those who broke the ceasefire.",0
"Before the collapse of the cease-fire, the U.N. peacekeepers had intended to oversee disarmament and demobilization of both sides, as well as elections next year.",0
"The delegations in fact once again failed to agree on the name of an interim leader, as also the long-attended cease-fire declaration.",0
"In late April--just over a month after the truce went into effect--the Funes administration unveiled its latest weapon in the war on illegal gangs: a 300-person ""elite force"" with specialized training in intelligence and anti-gang crime-fighting tactics.",0
"AT THE MOMENT, cease-fire and dialogue proposals between LURD rebels and the Government are being pursued as approaches to resolving the crisis.",0
"The United Nations said today that both sides in the power struggle in Congo Republic have signed a cease-fire""",1
"And one of the things that Colin is going to do is to work closely with the United Nations to see how best to keep the cease-fire in place.""",0
"The RUF cannot extend the ceasefire because of the present political climate,"" he said.",1
"They have said they will not contemplate a cease-fire before he is pushed out.",0
"During the latest round of talks, the government and rebels also agreed to strengthen an existing cessation of hostilities agreement by allowing military personnel from neighboring states and Western observer countries, such as the United States, to monitor the temporary cease-fire.",0
"A cease-fire which was unilaterally declared by Doe on 7th June had been rejected by the rebels and intermittent fighting continued on 8th and 9th July, AFP reported"".",1
"Rebels in the Central African Republic say they have agreed to a temporary cease-fire deal with the government.",1
"The ceasefire declaration brings into sharp focus the issue of war and famine.",1
"The UN force, officially known as the UN Operation in Cote d' Ivoire (UNOCI), is to monitor the ceasefire in the country, help with the disarmament process, promote human rights, and help the Ivorian transitional government prepare for the general elections in 2005.",0
"In exchange, the rebels promised to disarm and the United Nations was invited in to help implement the cease-fire.",1
"Their vaguely outlined goal will be to support a future west African peacekeeping force as it attempts to enforce a ceasefire, long since abandoned, to end nearly five years of fighting.",0
"But the agreement has been broken by cease-fire violations on all sides.",0
"Khartoum reciprocated by declaring its own ceasefire.",1
"Jensen said certain activities, such as surveying the ceasefire and reviewing cases were continuing operation:.",0
"The accords not only provided for a final ceasefire and disarmament between the groups but also included comprehensive reform of the armed forces, civilian police, justice system, electoral system, economic and social arrangements and land and property issues.",0
"UNITED NATIONS (AP) _ The UN Security Council urged the two main rebel groups in Burundi Friday to negotiate a ceasefire without further delay.",0
"The Speaker takes issue with the behaviour of Burundi politicians who, he says, are not dealing with the fundamental questions such as the cease-fire and the rehabilitation of the victims.",0
"We're on the story and I have to say, this cease-fire comes as Condi Rice is arriving in the region today.",1
"In an attempt to escape criticism, Uribe's deputy Francisco Santos blamed the Organization of American States (OAS) for the problems facing the peace talks over its apparent failure to verify the paramilitary ceasefire.",0
"But overnight gunfire as police clashed with looters sent shivers through the more than one million people packed in the capital and unsure of the truce.",0
"MINURSO is mainly charged with monitoring a ceasefire in the former Spanish colony.",0
"(c) Recommend to the Security Council that standby arrangements be made for a multinational force to enforce the peace in the event that the ceasefire agreement breaks down.",0
"""We don't trust ceasefires.""",0
"New York Times: For the first time in more than two years, Darfur rebels fighting the Sudanese government for more autonomy are making brazen, direct and successful attacks on soldiers and are declaring that all previous cease-fires are no longer in effect.",0
"Bio lauded the ceasefire offer and said it had been reciprocated by government forces.",1
"The Sierra Leone deal, reached Thursday in Guinea's capital, Conakry, by junta envoys and five West African foreign ministers, calls for an immediate ceasefire, the reinstatement of the Kabbah government no later than the end of April and amnesty for the coup leaders.",1
"Pablo Salazar, who defeated the PRI candidate for governor last August, welcomed the withdrawal and said it was especially significant coming around the seventh anniversary of a cease-fire between government and rebels.",0
"The latest clashes came despite a ceasefire call by M23 leader Bertrand Bisimwa on Sunday, which prompted international calls for Kinshasa to stop pressing on with the offensive.",0
"In one resolution, it reiterated ""its condemnation of all acts of violence and its call for an immediate ceasefire and a complete cessation of all hostilities in the region"", In a resolution on Albania, the Council condemned ""all acts of violence and calls for their immediate end"".",0
"The peace talks, which began on Sunday in this town in central Mexico, have been the most upbeat in 14 months of U.N.-mediated negotiations, with both sides saying they were on the verge of signing a ceasefire accord.",0
"About 4,000 French troops are policing a confidence zone around the cease-fire line that divides the country.",0
"The first brings together the government and the warring factions and will focus on negotiating a cease-fire agreement, disarmament of anti-government forces and transformation of the military and security units, to be accompanied by deployment of a stabilization force throughout the country.",0
"The temporary truce is designed ""to create and maintain a conducive atmosphere throughout the negotiations until all the outstanding issues in the conflict are resolved,"" he said.",0
"The United Nations Security Council today welcomed the 17 June agreement between Burundi’s President Pierre Nkurunziza and Agathon Rwasa, leader of the Palipehutu-National Liberation Forces , to implement the ceasefire they reached last year.",1
"""The ceasefire must be linked with the withdrawal of the foreign forces,"" he told state radio on arrival in Kinshasa.",0
"Baum also mentioned a number of breaches of the ceasefire agreement in the oil-rich Western Upper Nile region, and confirmed that deliberate attacks had been conducted by government-allied militias against civilians in a number of areas close to planned government oil fields.",0
"President Laurent Gbagbo's government signed a ceasefire with rebels a month after disgruntled former and current military personnel launched a nation-wide attack on September 19.",1
"Havana, Apr 16 (EFE).- Colombia's second-biggest guerrilla group is prepared to negotiate with the Andean nation's government on an immediate cease-fire, the rebels' top negotiator said here Monday.",0
"""There has been heavy shelling since morning,"" despite rebel declarations of a ceasefire late Friday, Yeaten said.",1
"Hard-line President Alvaro Uribe has ruled out granting another safe haven, saying the rebels must first declare a cease-fire before peace talks can take place.",0
"Several previous summits have also failed to bring any closer a ceasefire in Africa's third largest country.",0
"Regional official Ezequiel Vitonas, on a visit to Bogota, said indigenous leaders have asked the United Nations and other organizations to back a proposal that would allow the Revolutionary Armed Forces of Colombia, or FARC, to temporarily remain in areas currently under their control if the rebels agree to a cease-fire.",0
"Ukrainian President Petro Poroshenko's office says he and Russian president Vladimir Putin had agreed to the cease-fire following a phone call.",1
"Sporadic fighting has continued around the country despite the cease-fire agreement signed by the faction leaders at the Eldoret talks.",1
"A protacted series of negotiations aimed at distributing power more equitably between the Tutsis and the Hutu majority has made some headway -- a transitional government is due to get off the ground next month -but a ceasefire with the ever-active rebels remains elusive.",0
"Without ownership of the processes by the people of the country, all you have is a ceasefire.",0
"Although going into the talks M23 had virtually declared a unilateral ceasefire, it is unlikely they will stop war against Kabila.",0
"The rebels have not participated in the peace process, and the accord does not provide for a cease-fire.",0
"The parties, who held the eighth round of talks in the middle of this year in the Cuban capital, have not been able to agree on how to verify a ceasefire and the rebels have not accepted the idea of gathering in special zones so that they can be more easily monitored by the security forces.",0
"He said the implementation of the Lusaka ceasefire accord would not be meeting challenges if Africa was not marginalised.",0
"The peso starts the session with an appreciation of 0.23% or 3 cents, trading around 13.07 pesos per dollar, where most emerging currencies recorded gains, benefiting from both an adjustment to the loss observed yesterday and from lower risk aversion after Vladimir Putin, President of the Russian Federation and Petro Poroshenko, President of Ukraine, agreed on the steps to establish a ceasefire in the eastern and southeastern Ukraine, which decreased international concern about the conflict that has strained the most the relations between Russia and the West since the Cold War.",0
"So, we'll see if in fact this cease-fire holds for the 72 hours and if they're actually even able to extend it through further negotiations which are supposed to take place in that time period in Cairo between all the parties.",0
"The violence came as the prime minister, Atal Bihari Vajpayee, said India's ceasefire in Kashmir could continue after Ramadan if Pakistan created the right conditions, the Press Trust of India reported.",1
"""Under the commend of Major General Bernd S. Lubenik of Austria, the component continued to monitor the ceasefire between the Royal Moroccan Army and the Frente POLISARIO forces, which remains calm and there have been no indications that either side intends to resume hostilities in the near future,"" he said.",0
"The ceasefire has largely held, despite some clashes between rebels and pro-government militiamen near the diamond-rich rebel strongholds in the east of the country.",0
"Fighting with the government lasted only 12 days before a cease-fire took hold.",1
"On Thursday last week, Sahnoun met Museveni and Kabila in Gulu and the rebel leader rejected a plea for a ceasefire.",0
"They have also agreed to extend a ceasefire deal.",1
